event_time,meter_id,global_active_power
2009-07-11 19:15:00,M005,0.294
2009-07-11 19:16:00,M006,0.292
2009-07-11 19:17:00,M007,0.29
2009-07-11 19:18:00,M008,0.29
2009-07-11 19:19:00,M009,1.015
2009-07-11 19:20:00,M010,1.022
2009-07-11 19:21:00,M011,0.861
2009-07-11 19:22:00,M012,0.777
2009-07-11 19:23:00,M013,0.777
2009-07-11 19:24:00,M014,0.784
2009-07-11 19:25:00,M015,0.784
2009-07-11 19:26:00,M016,0.749
2009-07-11 19:27:00,M001,0.13
2009-07-11 19:28:00,M002,0.13
2009-07-11 19:29:00,M003,0.128
2009-07-11 19:30:00,M004,0.13
2009-07-11 19:31:00,M005,0.13
2009-07-11 19:32:00,M006,0.132
2009-07-11 19:33:00,M007,0.132
2009-07-11 19:34:00,M008,0.132
2009-07-11 19:35:00,M009,0.455
2009-07-11 19:36:00,M010,0.735
2009-07-11 19:37:00,M011,0.756
2009-07-11 19:38:00,M012,0.756
2009-07-11 19:39:00,M013,0.763
2009-07-11 19:40:00,M014,0.763
2009-07-11 19:41:00,M015,0.77
2009-07-11 19:42:00,M016,0.77
2009-07-11 19:43:00,M001,0.22
2009-07-11 19:44:00,M002,0.218
2009-07-11 19:45:00,M003,0.218
2009-07-11 19:46:00,M004,0.218
2009-07-11 19:47:00,M005,0.216
2009-07-11 19:48:00,M006,0.216
2009-07-11 19:49:00,M007,0.214
2009-07-11 19:50:00,M008,0.256
2009-07-11 19:51:00,M009,1.344
2009-07-11 19:52:00,M010,1.372
2009-07-11 19:53:00,M011,1.372
2009-07-11 19:54:00,M012,1.365
2009-07-11 19:55:00,M013,1.351
2009-07-11 19:56:00,M014,1.337
2009-07-11 19:57:00,M015,1.33
2009-07-11 19:58:00,M016,1.323
2009-07-11 19:59:00,M001,0.376
2009-07-11 20:00:00,M002,0.374
2009-07-11 20:01:00,M003,0.45
2009-07-11 20:02:00,M004,1.008
2009-07-11 20:03:00,M005,1.026
2009-07-11 20:04:00,M006,1.054
2009-07-11 20:05:00,M007,1.062
2009-07-11 20:06:00,M008,0.882
2009-07-11 20:07:00,M009,1.092
2009-07-11 20:08:00,M010,0.98
2009-07-11 20:09:00,M011,0.721
2009-07-11 20:10:00,M012,0.721
2009-07-11 20:11:00,M013,0.721
2009-07-11 20:12:00,M014,0.721
2009-07-11 20:13:00,M015,0.721
2009-07-11 20:14:00,M016,0.721
2009-07-11 20:15:00,M001,0.206
2009-07-11 20:16:00,M002,0.206
2009-07-11 20:17:00,M003,0.206
2009-07-11 20:18:00,M004,0.206
2009-07-11 20:19:00,M005,0.206
2009-07-11 20:20:00,M006,0.206
2009-07-11 20:21:00,M007,0.206
2009-07-11 20:22:00,M008,0.176
2009-07-11 20:23:00,M009,0.469
2009-07-11 20:24:00,M010,0.469
2009-07-11 20:25:00,M011,0.469
2009-07-11 20:26:00,M012,0.469
2009-07-11 20:27:00,M013,0.469
2009-07-11 20:28:00,M014,0.469
2009-07-11 20:29:00,M015,0.462
2009-07-11 20:30:00,M016,0.462
2009-07-11 20:31:00,M001,0.134
2009-07-11 20:32:00,M002,0.134
2009-07-11 20:33:00,M003,0.234
2009-07-11 20:34:00,M004,0.244
2009-07-11 20:35:00,M005,0.242
2009-07-11 20:36:00,M006,0.24
2009-07-11 20:37:00,M007,0.266
2009-07-11 20:38:00,M008,0.316
2009-07-11 20:39:00,M009,1.092
2009-07-11 20:40:00,M010,1.092
2009-07-11 20:41:00,M011,1.085
2009-07-11 20:42:00,M012,1.071
2009-07-11 20:43:00,M013,1.064
2009-07-11 20:44:00,M014,1.05
2009-07-11 20:45:00,M015,1.05
2009-07-11 20:46:00,M016,1.05
2009-07-11 20:47:00,M001,0.3
2009-07-11 20:48:00,M002,0.298
2009-07-11 20:49:00,M003,0.298
2009-07-11 20:50:00,M004,0.276
2009-07-11 20:51:00,M005,0.204
2009-07-11 20:52:00,M006,0.204
2009-07-11 20:53:00,M007,0.134
2009-07-11 20:54:00,M008,0.132
2009-07-11 20:55:00,M009,0.462
2009-07-11 20:56:00,M010,0.462
2009-07-11 20:57:00,M011,0.469
2009-07-11 20:58:00,M012,0.469
2009-07-11 20:59:00,M013,0.462
2009-07-11 21:00:00,M014,0.462
2009-07-11 21:01:00,M015,0.462
2009-07-11 21:02:00,M016,0.469
2009-07-11 21:03:00,M001,0.134
2009-07-11 21:04:00,M002,0.132
2009-07-11 21:05:00,M003,0.132
2009-07-11 21:06:00,M004,0.134
2009-07-11 21:07:00,M005,0.132
2009-07-11 21:08:00,M006,0.132
2009-07-11 21:09:00,M007,0.132
2009-07-11 21:10:00,M008,0.132
2009-07-11 21:11:00,M009,0.462
2009-07-11 21:12:00,M010,0.462
2009-07-11 21:13:00,M011,0.462
2009-07-11 21:14:00,M012,0.462
2009-07-11 21:15:00,M013,0.756
2009-07-11 21:16:00,M014,0.854
2009-07-11 21:17:00,M015,0.84
2009-07-11 21:18:00,M016,0.84
2009-07-11 21:19:00,M001,0.76
2009-07-11 21:20:00,M002,0.89
2009-07-11 21:21:00,M003,0.918
2009-07-11 21:22:00,M004,0.926
2009-07-11 21:23:00,M005,0.768
2009-07-11 21:24:00,M006,0.3
2009-07-11 21:25:00,M007,0.306
2009-07-11 21:26:00,M008,0.306
2009-07-11 21:27:00,M009,1.064
2009-07-11 21:28:00,M010,1.057
2009-07-11 21:29:00,M011,1.043
2009-07-11 21:30:00,M012,1.036
2009-07-11 21:31:00,M013,1.029
2009-07-11 21:32:00,M014,0.966
2009-07-11 21:33:00,M015,0.7
2009-07-11 21:34:00,M016,0.7
2009-07-11 21:35:00,M001,0.198
2009-07-11 21:36:00,M002,0.198
2009-07-11 21:37:00,M003,0.198
2009-07-11 21:38:00,M004,0.182
2009-07-11 21:39:00,M005,0.13
2009-07-11 21:40:00,M006,0.13
2009-07-11 21:41:00,M007,0.128
2009-07-11 21:42:00,M008,0.13
2009-07-11 21:43:00,M009,0.448
2009-07-11 21:44:00,M010,0.455
2009-07-11 21:45:00,M011,0.448
2009-07-11 21:46:00,M012,0.448
2009-07-11 21:47:00,M013,0.448
2009-07-11 21:48:00,M014,0.448
2009-07-11 21:49:00,M015,0.448
2009-07-11 21:50:00,M016,0.448
2009-07-11 21:51:00,M001,0.128
2009-07-11 21:52:00,M002,0.128
2009-07-11 21:53:00,M003,0.128
2009-07-11 21:54:00,M004,0.128
2009-07-11 21:55:00,M005,0.128
2009-07-11 21:56:00,M006,0.128
2009-07-11 21:57:00,M007,0.194
2009-07-11 21:58:00,M008,0.238
2009-07-11 21:59:00,M009,0.973
2009-07-11 22:00:00,M010,1.12
2009-07-11 22:01:00,M011,1.106
2009-07-11 22:02:00,M012,1.106
2009-07-11 22:03:00,M013,1.106
2009-07-11 22:04:00,M014,1.099
2009-07-11 22:05:00,M015,1.092
2009-07-11 22:06:00,M016,1.085
2009-07-11 22:07:00,M001,0.308
2009-07-11 22:08:00,M002,0.308
2009-07-11 22:09:00,M003,0.306
2009-07-11 22:10:00,M004,0.354
2009-07-11 22:11:00,M005,0.38
2009-07-11 22:12:00,M006,0.38
2009-07-11 22:13:00,M007,0.378
2009-07-11 22:14:00,M008,0.356
2009-07-11 22:15:00,M009,0.98
2009-07-11 22:16:00,M010,0.98
2009-07-11 22:17:00,M011,0.966
2009-07-11 22:18:00,M012,0.959
2009-07-11 22:19:00,M013,0.966
2009-07-11 22:20:00,M014,0.966
2009-07-11 22:21:00,M015,0.959
2009-07-11 22:22:00,M016,0.959
2009-07-11 22:23:00,M001,0.272
2009-07-11 22:24:00,M002,0.228
2009-07-11 22:25:00,M003,0.204
2009-07-11 22:26:00,M004,0.204
2009-07-11 22:27:00,M005,0.204
2009-07-11 22:28:00,M006,0.204
2009-07-11 22:29:00,M007,0.204
2009-07-11 22:30:00,M008,0.202
2009-07-11 22:31:00,M009,0.707
2009-07-11 22:32:00,M010,0.707
2009-07-11 22:33:00,M011,0.714
2009-07-11 22:34:00,M012,0.714
2009-07-11 22:35:00,M013,2.016
2009-07-11 22:36:00,M014,2.968
2009-07-11 22:37:00,M015,3.073
2009-07-11 22:38:00,M016,3.136
2009-07-11 22:39:00,M001,0.974
2009-07-11 22:40:00,M002,0.384
2009-07-11 22:41:00,M003,0.31
2009-07-11 22:42:00,M004,0.31
2009-07-11 22:43:00,M005,0.308
2009-07-11 22:44:00,M006,0.308
2009-07-11 22:45:00,M007,0.266
2009-07-11 22:46:00,M008,0.234
2009-07-11 22:47:00,M009,0.812
2009-07-11 22:48:00,M010,0.812
2009-07-11 22:49:00,M011,0.812
2009-07-11 22:50:00,M012,0.805
2009-07-11 22:51:00,M013,0.805
2009-07-11 22:52:00,M014,0.805
2009-07-11 22:53:00,M015,0.805
2009-07-11 22:54:00,M016,0.805
2009-07-11 22:55:00,M001,0.23
2009-07-11 22:56:00,M002,0.266
2009-07-11 22:57:00,M003,0.212
2009-07-11 22:58:00,M004,0.212
2009-07-11 22:59:00,M005,0.212
2009-07-11 23:00:00,M006,0.21
2009-07-11 23:01:00,M007,0.208
2009-07-11 23:02:00,M008,0.206
2009-07-11 23:03:00,M009,0.714
2009-07-11 23:04:00,M010,0.714
2009-07-11 23:05:00,M011,0.714
2009-07-11 23:06:00,M012,0.721
2009-07-11 23:07:00,M013,0.714
2009-07-11 23:08:00,M014,0.714
2009-07-11 23:09:00,M015,0.7
2009-07-11 23:10:00,M016,0.469
2009-07-11 23:11:00,M001,0.134
2009-07-11 23:12:00,M002,0.134
2009-07-11 23:13:00,M003,0.134
2009-07-11 23:14:00,M004,0.136
2009-07-11 23:15:00,M005,0.134
2009-07-11 23:16:00,M006,0.134
2009-07-11 23:17:00,M007,0.134
2009-07-11 23:18:00,M008,0.134
2009-07-11 23:19:00,M009,0.469
2009-07-11 23:20:00,M010,0.469
2009-07-11 23:21:00,M011,0.679
2009-07-11 23:22:00,M012,0.861
2009-07-11 23:23:00,M013,0.847
2009-07-11 23:24:00,M014,0.84
2009-07-11 23:25:00,M015,0.833
2009-07-11 23:26:00,M016,0.833
2009-07-11 23:27:00,M001,0.238
2009-07-11 23:28:00,M002,0.236
2009-07-11 23:29:00,M003,0.236
2009-07-11 23:30:00,M004,0.234
2009-07-11 23:31:00,M005,0.234
2009-07-11 23:32:00,M006,0.234
2009-07-11 23:33:00,M007,0.232
2009-07-11 23:34:00,M008,0.232
2009-07-11 23:35:00,M009,0.812
2009-07-11 23:36:00,M010,0.812
2009-07-11 23:37:00,M011,0.805
2009-07-11 23:38:00,M012,0.714
2009-07-11 23:39:00,M013,0.469
2009-07-11 23:40:00,M014,0.469
2009-07-11 23:41:00,M015,0.469
2009-07-11 23:42:00,M016,0.714
2009-07-11 23:43:00,M001,0.21
2009-07-11 23:44:00,M002,0.212
2009-07-11 23:45:00,M003,0.21
2009-07-11 23:46:00,M004,0.21
2009-07-11 23:47:00,M005,0.208
2009-07-11 23:48:00,M006,0.206
2009-07-11 23:49:00,M007,0.204
2009-07-11 23:50:00,M008,0.204
2009-07-11 23:51:00,M009,2.485
2009-07-11 23:52:00,M010,2.975
2009-07-11 23:53:00,M011,3.073
2009-07-11 23:54:00,M012,3.108
2009-07-11 23:55:00,M013,3.045
2009-07-11 23:56:00,M014,0.917
2009-07-11 23:57:00,M015,0.462
2009-07-11 23:58:00,M016,0.455
2009-07-11 23:59:00,M001,0.13
2009-07-12 00:00:00,M002,0.13
2009-07-12 00:01:00,M003,0.13
2009-07-12 00:02:00,M004,0.13
2009-07-12 00:03:00,M005,1.182
2009-07-12 00:04:00,M006,1.352
2009-07-12 00:05:00,M007,1.336
2009-07-12 00:06:00,M008,1.324
2009-07-12 00:07:00,M009,4.613
2009-07-12 00:08:00,M010,4.613
2009-07-12 00:09:00,M011,4.613
2009-07-12 00:10:00,M012,4.592
2009-07-12 00:11:00,M013,4.585
2009-07-12 00:12:00,M014,4.578
2009-07-12 00:13:00,M015,4.571
2009-07-12 00:14:00,M016,4.571
2009-07-12 00:15:00,M001,1.308
2009-07-12 00:16:00,M002,1.308
2009-07-12 00:17:00,M003,1.302
2009-07-12 00:18:00,M004,1.31
2009-07-12 00:19:00,M005,1.314
2009-07-12 00:20:00,M006,1.296
2009-07-12 00:21:00,M007,1.22
2009-07-12 00:22:00,M008,1.296
2009-07-12 00:23:00,M009,4.55
2009-07-12 00:24:00,M010,4.557
2009-07-12 00:25:00,M011,4.585
2009-07-12 00:26:00,M012,4.578
2009-07-12 00:27:00,M013,4.564
2009-07-12 00:28:00,M014,4.781
2009-07-12 00:29:00,M015,4.823
2009-07-12 00:30:00,M016,4.816
2009-07-12 00:31:00,M001,1.378
2009-07-12 00:32:00,M002,1.016
2009-07-12 00:33:00,M003,0.29
2009-07-12 00:34:00,M004,0.288
2009-07-12 00:35:00,M005,0.288
2009-07-12 00:36:00,M006,0.284
2009-07-12 00:37:00,M007,0.284
2009-07-12 00:38:00,M008,0.282
2009-07-12 00:39:00,M009,0.98
2009-07-12 00:40:00,M010,0.973
2009-07-12 00:41:00,M011,0.84
2009-07-12 00:42:00,M012,0.735
2009-07-12 00:43:00,M013,0.728
2009-07-12 00:44:00,M014,0.728
2009-07-12 00:45:00,M015,0.868
2009-07-12 00:46:00,M016,1.106
2009-07-12 00:47:00,M001,0.312
2009-07-12 00:48:00,M002,0.31
2009-07-12 00:49:00,M003,0.308
2009-07-12 00:50:00,M004,0.306
2009-07-12 00:51:00,M005,0.306
2009-07-12 00:52:00,M006,0.306
2009-07-12 00:53:00,M007,0.304
2009-07-12 00:54:00,M008,0.302
2009-07-12 00:55:00,M009,1.057
2009-07-12 00:56:00,M010,1.057
2009-07-12 00:57:00,M011,1.057
2009-07-12 00:58:00,M012,1.057
2009-07-12 00:59:00,M013,1.057
2009-07-12 01:00:00,M014,1.05
2009-07-12 01:01:00,M015,1.043
2009-07-12 01:02:00,M016,1.015
2009-07-12 01:03:00,M001,0.206
2009-07-12 01:04:00,M002,0.206
2009-07-12 01:05:00,M003,0.206
2009-07-12 01:06:00,M004,0.206
2009-07-12 01:07:00,M005,0.206
2009-07-12 01:08:00,M006,0.166
2009-07-12 01:09:00,M007,0.482
2009-07-12 01:10:00,M008,0.782
2009-07-12 01:11:00,M009,2.849
2009-07-12 01:12:00,M010,2.919
2009-07-12 01:13:00,M011,2.94
2009-07-12 01:14:00,M012,1.351
2009-07-12 01:15:00,M013,0.742
2009-07-12 01:16:00,M014,0.742
2009-07-12 01:17:00,M015,0.742
2009-07-12 01:18:00,M016,0.742
2009-07-12 01:19:00,M001,0.208
2009-07-12 01:20:00,M002,0.206
2009-07-12 01:21:00,M003,0.206
2009-07-12 01:22:00,M004,0.206
2009-07-12 01:23:00,M005,0.206
2009-07-12 01:24:00,M006,0.204
2009-07-12 01:25:00,M007,0.204
2009-07-12 01:26:00,M008,0.204
2009-07-12 01:27:00,M009,0.581
2009-07-12 01:28:00,M010,0.861
2009-07-12 01:29:00,M011,0.847
2009-07-12 01:30:00,M012,0.84
2009-07-12 01:31:00,M013,0.826
2009-07-12 01:32:00,M014,0.826
2009-07-12 01:33:00,M015,0.819
2009-07-12 01:34:00,M016,0.819
2009-07-12 01:35:00,M001,0.232
2009-07-12 01:36:00,M002,0.232
2009-07-12 01:37:00,M003,0.232
2009-07-12 01:38:00,M004,0.232
2009-07-12 01:39:00,M005,0.23
2009-07-12 01:40:00,M006,0.228
2009-07-12 01:41:00,M007,0.228
2009-07-12 01:42:00,M008,0.228
2009-07-12 01:43:00,M009,0.798
2009-07-12 01:44:00,M010,0.798
2009-07-12 01:45:00,M011,0.462
2009-07-12 01:46:00,M012,0.462
2009-07-12 01:47:00,M013,0.462
2009-07-12 01:48:00,M014,0.462
2009-07-12 01:49:00,M015,0.462
2009-07-12 01:50:00,M016,0.462
2009-07-12 01:51:00,M001,0.132
2009-07-12 01:52:00,M002,0.132
2009-07-12 01:53:00,M003,0.132
2009-07-12 01:54:00,M004,0.132
2009-07-12 01:55:00,M005,0.132
2009-07-12 01:56:00,M006,0.132
2009-07-12 01:57:00,M007,0.132
2009-07-12 01:58:00,M008,0.132
2009-07-12 01:59:00,M009,0.462
2009-07-12 02:00:00,M010,0.756
2009-07-12 02:01:00,M011,0.735
2009-07-12 02:02:00,M012,0.735
2009-07-12 02:03:00,M013,0.735
2009-07-12 02:04:00,M014,0.728
2009-07-12 02:05:00,M015,0.721
2009-07-12 02:06:00,M016,0.721
2009-07-12 02:07:00,M001,0.204
2009-07-12 02:08:00,M002,0.204
2009-07-12 02:09:00,M003,0.202
2009-07-12 02:10:00,M004,0.326
2009-07-12 02:11:00,M005,0.31
2009-07-12 02:12:00,M006,0.302
2009-07-12 02:13:00,M007,0.238
2009-07-12 02:14:00,M008,0.236
2009-07-12 02:15:00,M009,0.826
2009-07-12 02:16:00,M010,0.819
2009-07-12 02:17:00,M011,0.819
2009-07-12 02:18:00,M012,0.812
2009-07-12 02:19:00,M013,0.805
2009-07-12 02:20:00,M014,0.805
2009-07-12 02:21:00,M015,0.805
2009-07-12 02:22:00,M016,0.798
2009-07-12 02:23:00,M001,0.228
2009-07-12 02:24:00,M002,0.228
2009-07-12 02:25:00,M003,0.416
2009-07-12 02:26:00,M004,0.868
2009-07-12 02:27:00,M005,0.824
2009-07-12 02:28:00,M006,0.828
2009-07-12 02:29:00,M007,0.836
2009-07-12 02:30:00,M008,0.474
2009-07-12 02:31:00,M009,0.469
2009-07-12 02:32:00,M010,0.469
2009-07-12 02:33:00,M011,0.469
2009-07-12 02:34:00,M012,0.462
2009-07-12 02:35:00,M013,0.469
2009-07-12 02:36:00,M014,0.469
2009-07-12 02:37:00,M015,0.469
2009-07-12 02:38:00,M016,0.462
2009-07-12 02:39:00,M001,0.134
2009-07-12 02:40:00,M002,0.13
2009-07-12 02:41:00,M003,0.13
2009-07-12 02:42:00,M004,0.13
2009-07-12 02:43:00,M005,0.13
2009-07-12 02:44:00,M006,0.13
2009-07-12 02:45:00,M007,0.238
2009-07-12 02:46:00,M008,0.296
2009-07-12 02:47:00,M009,1.029
2009-07-12 02:48:00,M010,1.036
2009-07-12 02:49:00,M011,1.029
2009-07-12 02:50:00,M012,1.022
2009-07-12 02:51:00,M013,1.015
2009-07-12 02:52:00,M014,1.386
2009-07-12 02:53:00,M015,1.379
2009-07-12 02:54:00,M016,1.365
2009-07-12 02:55:00,M001,0.39
2009-07-12 02:56:00,M002,0.388
2009-07-12 02:57:00,M003,0.386
2009-07-12 02:58:00,M004,0.382
2009-07-12 02:59:00,M005,0.324
2009-07-12 03:00:00,M006,0.31
2009-07-12 03:01:00,M007,0.308
2009-07-12 03:02:00,M008,0.306
2009-07-12 03:03:00,M009,1.064
2009-07-12 03:04:00,M010,1.064
2009-07-12 03:05:00,M011,1.057
2009-07-12 03:06:00,M012,1.057
2009-07-12 03:07:00,M013,1.057
2009-07-12 03:08:00,M014,1.05
2009-07-12 03:09:00,M015,0.854
2009-07-12 03:10:00,M016,0.721
2009-07-12 03:11:00,M001,0.206
2009-07-12 03:12:00,M002,0.206
2009-07-12 03:13:00,M003,0.206
2009-07-12 03:14:00,M004,0.206
2009-07-12 03:15:00,M005,0.206
2009-07-12 03:16:00,M006,0.206
2009-07-12 03:17:00,M007,0.204
2009-07-12 03:18:00,M008,0.204
2009-07-12 03:19:00,M009,0.714
2009-07-12 03:20:00,M010,0.714
2009-07-12 03:21:00,M011,0.714
2009-07-12 03:22:00,M012,0.714
2009-07-12 03:23:00,M013,0.714
2009-07-12 03:24:00,M014,0.714
2009-07-12 03:25:00,M015,0.714
2009-07-12 03:26:00,M016,0.721
2009-07-12 03:27:00,M001,0.206
2009-07-12 03:28:00,M002,0.206
2009-07-12 03:29:00,M003,0.206
2009-07-12 03:30:00,M004,0.206
2009-07-12 03:31:00,M005,0.144
2009-07-12 03:32:00,M006,0.176
2009-07-12 03:33:00,M007,0.21
2009-07-12 03:34:00,M008,0.306
2009-07-12 03:35:00,M009,1.113
2009-07-12 03:36:00,M010,1.099
2009-07-12 03:37:00,M011,1.092
2009-07-12 03:38:00,M012,1.078
2009-07-12 03:39:00,M013,1.064
2009-07-12 03:40:00,M014,1.057
2009-07-12 03:41:00,M015,1.351
2009-07-12 03:42:00,M016,3.276
2009-07-12 03:43:00,M001,0.956
2009-07-12 03:44:00,M002,0.986
2009-07-12 03:45:00,M003,0.992
2009-07-12 03:46:00,M004,0.77
2009-07-12 03:47:00,M005,0.228
2009-07-12 03:48:00,M006,0.228
2009-07-12 03:49:00,M007,0.228
2009-07-12 03:50:00,M008,0.228
2009-07-12 03:51:00,M009,0.595
2009-07-12 03:52:00,M010,0.462
2009-07-12 03:53:00,M011,0.462
2009-07-12 03:54:00,M012,0.462
2009-07-12 03:55:00,M013,0.462
2009-07-12 03:56:00,M014,0.462
2009-07-12 03:57:00,M015,0.462
2009-07-12 03:58:00,M016,0.462
2009-07-12 03:59:00,M001,0.132
2009-07-12 04:00:00,M002,0.132
2009-07-12 04:01:00,M003,0.134
2009-07-12 04:02:00,M004,0.134
2009-07-12 04:03:00,M005,0.134
2009-07-12 04:04:00,M006,0.134
2009-07-12 04:05:00,M007,0.132
2009-07-12 04:06:00,M008,0.132
2009-07-12 04:07:00,M009,0.469
2009-07-12 04:08:00,M010,0.462
2009-07-12 04:09:00,M011,0.462
2009-07-12 04:10:00,M012,0.462
2009-07-12 04:11:00,M013,0.462
2009-07-12 04:12:00,M014,0.462
2009-07-12 04:13:00,M015,0.462
2009-07-12 04:14:00,M016,0.462
2009-07-12 04:15:00,M001,0.134
2009-07-12 04:16:00,M002,0.222
2009-07-12 04:17:00,M003,0.244
2009-07-12 04:18:00,M004,0.24
2009-07-12 04:19:00,M005,0.24
2009-07-12 04:20:00,M006,0.324
2009-07-12 04:21:00,M007,0.314
2009-07-12 04:22:00,M008,0.314
2009-07-12 04:23:00,M009,1.078
2009-07-12 04:24:00,M010,1.064
2009-07-12 04:25:00,M011,1.057
2009-07-12 04:26:00,M012,1.05
2009-07-12 04:27:00,M013,1.043
2009-07-12 04:28:00,M014,1.036
2009-07-12 04:29:00,M015,1.036
2009-07-12 04:30:00,M016,1.036
2009-07-12 04:31:00,M001,0.294
2009-07-12 04:32:00,M002,0.294
2009-07-12 04:33:00,M003,0.252
2009-07-12 04:34:00,M004,0.13
2009-07-12 04:35:00,M005,0.13
2009-07-12 04:36:00,M006,0.13
2009-07-12 04:37:00,M007,0.13
2009-07-12 04:38:00,M008,0.13
2009-07-12 04:39:00,M009,0.455
2009-07-12 04:40:00,M010,0.455
2009-07-12 04:41:00,M011,0.455
2009-07-12 04:42:00,M012,0.455
2009-07-12 04:43:00,M013,0.455
2009-07-12 04:44:00,M014,0.462
2009-07-12 04:45:00,M015,0.462
2009-07-12 04:46:00,M016,0.462
2009-07-12 04:47:00,M001,0.132
2009-07-12 04:48:00,M002,0.13
2009-07-12 04:49:00,M003,0.13
2009-07-12 04:50:00,M004,0.13
2009-07-12 04:51:00,M005,0.13
2009-07-12 04:52:00,M006,0.13
2009-07-12 04:53:00,M007,0.13
2009-07-12 04:54:00,M008,0.13
2009-07-12 04:55:00,M009,0.455
2009-07-12 04:56:00,M010,0.455
2009-07-12 04:57:00,M011,0.455
2009-07-12 04:58:00,M012,0.749
2009-07-12 04:59:00,M013,2.492
2009-07-12 05:00:00,M014,3.059
2009-07-12 05:01:00,M015,3.164
2009-07-12 05:02:00,M016,3.213
2009-07-12 05:03:00,M001,0.924
2009-07-12 05:04:00,M002,0.464
2009-07-12 05:05:00,M003,0.23
2009-07-12 05:06:00,M004,0.228
2009-07-12 05:07:00,M005,0.228
2009-07-12 05:08:00,M006,0.388
2009-07-12 05:09:00,M007,0.388
2009-07-12 05:10:00,M008,0.388
2009-07-12 05:11:00,M009,1.358
2009-07-12 05:12:00,M010,1.351
2009-07-12 05:13:00,M011,1.344
2009-07-12 05:14:00,M012,1.337
2009-07-12 05:15:00,M013,1.113
2009-07-12 05:16:00,M014,1.001
2009-07-12 05:17:00,M015,1.001
2009-07-12 05:18:00,M016,0.994
2009-07-12 05:19:00,M001,0.282
2009-07-12 05:20:00,M002,0.282
2009-07-12 05:21:00,M003,0.26
2009-07-12 05:22:00,M004,0.212
2009-07-12 05:23:00,M005,0.21
2009-07-12 05:24:00,M006,0.21
2009-07-12 05:25:00,M007,0.21
2009-07-12 05:26:00,M008,0.208
2009-07-12 05:27:00,M009,0.728
2009-07-12 05:28:00,M010,0.728
2009-07-12 05:29:00,M011,0.721
2009-07-12 05:30:00,M012,0.721
2009-07-12 05:31:00,M013,0.721
2009-07-12 05:32:00,M014,0.721
2009-07-12 05:33:00,M015,0.714
2009-07-12 05:34:00,M016,0.714
2009-07-12 05:35:00,M001,0.204
2009-07-12 05:36:00,M002,0.204
2009-07-12 05:37:00,M003,0.204
2009-07-12 05:38:00,M004,0.204
2009-07-12 05:39:00,M005,0.204
2009-07-12 05:40:00,M006,0.282
2009-07-12 05:41:00,M007,0.312
2009-07-12 05:42:00,M008,0.308
2009-07-12 05:43:00,M009,1.071
2009-07-12 05:44:00,M010,1.071
2009-07-12 05:45:00,M011,1.064
2009-07-12 05:46:00,M012,1.057
2009-07-12 05:47:00,M013,1.057
2009-07-12 05:48:00,M014,1.05
2009-07-12 05:49:00,M015,1.05
2009-07-12 05:50:00,M016,1.043
2009-07-12 05:51:00,M001,0.298
2009-07-12 05:52:00,M002,0.298
2009-07-12 05:53:00,M003,0.298
2009-07-12 05:54:00,M004,0.266
2009-07-12 05:55:00,M005,0.248
2009-07-12 05:56:00,M006,0.306
2009-07-12 05:57:00,M007,0.254
2009-07-12 05:58:00,M008,0.21
2009-07-12 05:59:00,M009,0.735
2009-07-12 06:00:00,M010,0.728
2009-07-12 06:01:00,M011,0.721
2009-07-12 06:02:00,M012,0.714
2009-07-12 06:03:00,M013,0.707
2009-07-12 06:04:00,M014,0.707
2009-07-12 06:05:00,M015,0.707
2009-07-12 06:06:00,M016,0.707
2009-07-12 06:07:00,M001,0.2
2009-07-12 06:08:00,M002,0.2
2009-07-12 06:09:00,M003,0.132
2009-07-12 06:10:00,M004,0.13
2009-07-12 06:11:00,M005,0.13
2009-07-12 06:12:00,M006,0.13
2009-07-12 06:13:00,M007,0.13
2009-07-12 06:14:00,M008,0.13
2009-07-12 06:15:00,M009,0.455
2009-07-12 06:16:00,M010,0.455
2009-07-12 06:17:00,M011,0.455
2009-07-12 06:18:00,M012,0.455
2009-07-12 06:19:00,M013,1.981
2009-07-12 06:20:00,M014,2.702
2009-07-12 06:21:00,M015,2.807
2009-07-12 06:22:00,M016,3.08
2009-07-12 06:23:00,M001,0.934
2009-07-12 06:24:00,M002,0.386
2009-07-12 06:25:00,M003,0.236
2009-07-12 06:26:00,M004,0.234
2009-07-12 06:27:00,M005,0.232
2009-07-12 06:28:00,M006,0.232
2009-07-12 06:29:00,M007,0.23
2009-07-12 06:30:00,M008,0.23
2009-07-12 06:31:00,M009,0.798
2009-07-12 06:32:00,M010,0.798
2009-07-12 06:33:00,M011,0.798
2009-07-12 06:34:00,M012,0.791
2009-07-12 06:35:00,M013,0.791
2009-07-12 06:36:00,M014,0.791
2009-07-12 06:37:00,M015,0.791
2009-07-12 06:38:00,M016,0.791
2009-07-12 06:39:00,M001,0.186
2009-07-12 06:40:00,M002,0.13
2009-07-12 06:41:00,M003,0.13
2009-07-12 06:42:00,M004,0.13
2009-07-12 06:43:00,M005,0.198
2009-07-12 06:44:00,M006,0.208
2009-07-12 06:45:00,M007,0.21
2009-07-12 06:46:00,M008,0.208
2009-07-12 06:47:00,M009,0.728
2009-07-12 06:48:00,M010,0.721
2009-07-12 06:49:00,M011,0.714
2009-07-12 06:50:00,M012,0.707
2009-07-12 06:51:00,M013,0.707
2009-07-12 06:52:00,M014,0.707
2009-07-12 06:53:00,M015,0.707
